# Accelerometer Values
# filename:  default.txt
# Saving start time: Sat Sep 27 23:52:16 EDT 2014
# sensor resolution: 5.950928E-4m/s^2
# Sensorvendor: InvenSense, name: MPU6515 Accelerometer, type: 1,version : 1, range 39.226593
# X value, Y value, Z value, time diff in ms
0.013 0.006 -0.029 5
0.033 0.023 0.013 5
0.025 0.038 0.029 5
0.053 0.025 0.075 5
0.052 0.1 0.102 5
0.051 0.111 0.135 5
0.065 0.068 0.048 5
0.082 0.052 0.052 5
0.035 -0.001 0.047 5
-0.014 -0.018 0.023 5
-0.007 -0.038 0.046 5
-0.055 -0.072 -0.045 5
-0.077 -0.084 -0.096 5
-0.08 -0.097 -0.149 5
-0.044 -0.126 -0.113 4
-0.066 -0.092 -0.114 5
-0.008 -0.072 -0.133 5
-0.007 -0.056 -0.038 5
-0.03 -0.044 0.085 5
0.015 0.015 0.066 5
-0.017 0.061 0.115 5
0.024 0.069 0.133 5
0.017 0.088 0.083 5
0.022 0.09 0.071 5
-0.001 0.047 0.074 5
0.048 0.053 0.056 5
-0.005 0.002 0.04 5
0.02 -0.018 -0.028 5
0.035 -0.023 -0.048 5
0.012 -0.027 -0.039 5
0.019 0.007 -0.057 5
-0.009 -0.021 -0.055 5
-0.06 0.0 -0.077 5
0.001 0.002 -0.128 5
-0.009 -0.015 -0.119 5
-0.006 0.044 -0.096 4
0.002 0.014 -0.097 5
-0.006 0.034 -0.13 5
-0.013 0.026 -0.057 5
0.002 0.01 -0.013 5
-0.04 0.029 -0.031 5
0.014 0.028 -0.03 5
-0.018 -0.004 0.015 5
-0.034 -0.012 -0.05 5
-0.007 -0.007 -0.013 5
0.03 -0.021 0.0 5
0.005 -0.025 0.063 5
0.022 -0.04 0.082 5
0.032 -0.046 0.069 5
0.018 -0.059 0.06 5
0.068 -0.057 0.022 5
0.042 -0.054 0.103 5
0.05 -0.031 0.02 5
0.011 -0.019 0.039 5
0.003 -0.03 -0.006 5
0.042 -0.016 0.034 5
0.055 0.001 0.035 4
0.023 -0.006 -0.019 5
0.027 -0.014 0.02 5
-0.004 -0.03 -0.056 5
0.008 -0.008 0.037 5
0.005 -0.056 -0.024 5
-0.007 -0.014 -0.109 5
-0.009 0.014 -0.017 5
-0.001 0.015 -0.011 5
-0.046 0.031 0.0 5
0.05 0.01 0.041 5
-0.01 0.024 0.045 5
-0.024 0.041 0.105 5
0.005 -0.003 0.017 5
0.015 -0.013 0.0 5
0.02 0.019 -0.052 5
0.007 0.037 -0.026 5
0.045 0.069 -0.051 5
0.053 0.064 -0.059 5
0.02 0.015 -0.029 5
-0.015 0.011 -0.088 5
0.007 0.004 -0.077 4
-0.004 0.01 -0.076 5
-0.02 0.007 -0.03 5
0.009 0.023 -0.014 5
