1414122656052,0.9404297
1414122656235,-0.0034179688
1414122656419,-0.00390625
1414122656603,-0.0078125
1414122656789,0.90771484
1414122657153,-0.005859375
1414122657338,-0.0014648438
1414122657522,-0.0053710938
1414122657719,-0.0029296875
1414122657889,0.89160156
1414122658073,-0.0024414063
1414122658256,0.9916992
1414122658440,1.0048828
1414122658624,1.0009766
1414122658807,-0.005859375
1414122658993,-9.765625E-4
1414122659188,-0.0068359375
1414122659554,1.0058594
1414122659744,-0.0014648438
1414122659924,1.0019531
1414122660093,-0.0048828125
1414122660283,0.99121094
1414122660479,0.95996094
1414122660660,-0.0029296875
1414122660843,-0.005859375
1414122661029,1.0039063
1414122661213,1.0039063
1414122661395,-0.001953125
1414122661760,1.0063477
1414122661931,1.0068359
1414122662130,-0.0078125
1414122662315,-0.0043945313
1414122662499,-0.0068359375
1414122662684,1.0058594
1414122662870,-0.0034179688
1414122663047,-0.0043945313
1414122663272,-0.0053710938
1414122663401,-0.0034179688
1414122663600,-0.0053710938
1414122663965,1.0039063
1414122664152,1.0195313
1414122664336,-0.0068359375
1414122664519,1.0058594
1414122664703,0.97558594
1414122664887,-0.0068359375
1414122665091,-4.8828125E-4
1414122665238,-9.765625E-4
1414122665435,-9.765625E-4
1414122665620,-0.0048828125
1414122665990,0.9863281
1414122666175,-0.0034179688
1414122666358,1.0048828
1414122666540,-9.765625E-4
1414122666724,-0.0043945313
1414122666908,-0.0024414063
1414122667091,0.9736328
1414122667278,-0.005859375
1414122667458,-0.0024414063
1414122667642,-0.0034179688
1414122667834,-0.0068359375
1414122667995,-0.0024414063
1414122668421,-0.005859375
1414122668546,-4.8828125E-4
1414122668742,-0.0048828125
1414122668916,1.0019531
1414122669112,-0.0063476563
1414122669294,0.9902344
1414122669483,-0.005859375
1414122669666,-0.0078125
1414122669847,0.9536133
1414122670032,-0.0014648438
1414122670225,-9.765625E-4
1414122670584,0.98828125
1414122670769,1.0039063
1414122670935,-0.0063476563
1414122671119,-4.8828125E-4
1414122671318,1.0039063
1414122671501,-0.0014648438
1414122671688,-4.8828125E-4
1414122671871,-0.0068359375
1414122672076,-0.005859375
1414122672221,-9.765625E-4
1414122672603,-9.765625E-4
1414122672791,-0.0014648438
1414122672971,-0.001953125
1414122673160,-0.0078125
1414122673340,1.0058594
1414122673523,0.95703125
1414122673707,1.0166016
1414122673890,0.99121094
1414122674059,0.9902344
1414122674253,-0.0043945313
1414122674439,-0.0078125
1414122674627,1.0029297
1414122674994,-0.0014648438
1414122675177,-0.0068359375
1414122675363,1.0048828
1414122675544,-0.0043945313
1414122675729,0.99121094
1414122675911,-0.0068359375
1414122676095,-0.0034179688
1414122676264,-0.0048828125
1414122676465,0.99121094
1414122676648,0.9848633
1414122676832,1.0166016
1414122677203,-0.0078125
1414122677384,-0.0014648438
1414122677568,-0.0078125
1414122677750,0.9892578
1414122677935,0.9892578
1414122678121,-0.0034179688
1414122678299,0.9892578
1414122678687,-0.0053710938
1414122678692,-0.0034179688
1414122678838,0.99121094
